Age,Experience_Years,Gender_Male,Gender_Other,Education_Level_Graduate,Education_Level_PhD,Education_Level_Postgraduate,Job_Role_Data Analyst,Job_Role_HR Executive,Job_Role_Manager,Job_Role_Research Scholar,Job_Role_Sales Executive,Job_Role_Software Engineer,Job_Role_Teacher,Job_Role_Technician,Region_Rural,Region_Tier-2
26,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,9,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
35,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
30,3,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
43,13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
27,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
28,1,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
29,9,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
26,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
45,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
46,23,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
31,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
36,7,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
31,2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
33,7,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
32,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
41,20,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
21,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
29,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
29,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
30,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
34,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
42,13,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
27,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
40,14,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
40,18,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
37,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,15,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
44,14,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
21,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
30,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
27,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
30,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
39,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
42,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
36,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
24,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
35,14,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
38,10,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
25,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
35,5,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
26,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
27,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
27,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
28,5,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
36,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
38,12,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
33,9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
23,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
29,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
38,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
28,7,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
22,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
31,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
37,9,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
23,2,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
33,12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
26,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
31,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
22,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
24,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
35,12,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
27,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
31,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
23,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
39,15,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
34,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
36,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
38,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
33,10,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
31,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
23,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
22,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
34,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
37,10,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
34,13,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
32,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
32,12,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
28,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
21,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
26,5,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
28,3,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
35,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
40,19,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
37,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,6,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
29,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35,10,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
31,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
38,18,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
28,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
40,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
31,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
46,23,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
38,14,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
23,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
37,12,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
33,4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
43,21,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,13,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
21,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
31,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
28,5,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
27,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
46,21,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
45,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
35,4,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
26,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
33,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
37,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
35,11,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
38,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
30,9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
33,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
34,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
35,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
29,7,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
30,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
45,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
26,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
31,8,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
26,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
43,5,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
32,2,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
38,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
38,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
40,16,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
28,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
33,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
26,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
32,12,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
34,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
31,8,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
21,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
42,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
35,14,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
40,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
21,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35,15,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,4,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
30,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28,7,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
33,4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
41,17,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
33,11,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
29,9,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
36,13,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38,17,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
22,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
43,14,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
37,2,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
34,9,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
32,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
21,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
28,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
37,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23,3,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
22,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
41,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
51,27,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
26,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
50,26,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
28,7,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
28,6,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
31,5,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
47,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
30,10,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
44,12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
30,8,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
36,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
30,8,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
42,4,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
30,7,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
27,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
40,13,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
36,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
28,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,4,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
29,2,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
37,15,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
25,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
31,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
28,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
32,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
36,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40,13,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
31,4,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
24,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
28,6,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
31,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
22,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
25,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
29,7,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,3,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
21,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
25,2,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
42,17,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
26,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
37,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
35,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
36,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
32,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
37,9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
26,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
31,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
38,16,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
32,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
37,10,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
27,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
40,13,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
43,14,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
31,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
33,11,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
25,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
40,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
28,4,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
27,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
36,12,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
28,5,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
24,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
39,9,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
27,5,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
25,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
23,2,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
30,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
31,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
29,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
31,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
40,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
36,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
37,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
27,4,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
31,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
32,7,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
32,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
26,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
33,7,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
30,4,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
31,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
32,10,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
33,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
22,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
37,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
31,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
29,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
30,9,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
33,11,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
27,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
26,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
25,5,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
39,6,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
44,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
25,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
21,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
37,13,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
36,11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
33,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
44,7,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
36,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
45,18,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
30,4,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
33,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23,2,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
30,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
24,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
22,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
35,15,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
36,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
35,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
34,13,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
33,13,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
36,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
34,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
21,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
37,0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
35,7,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
21,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
37,6,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
21,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
34,6,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
28,7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
36,12,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
21,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
26,6,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
38,14,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
25,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
45,20,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
23,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
25,5,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
29,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
32,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
36,16,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
35,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
27,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
32,12,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
29,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
39,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
29,3,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
40,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
34,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
36,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
36,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
21,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
43,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
21,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
22,1,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
42,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,15,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
43,15,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
41,7,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
35,8,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
25,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
30,2,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
22,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
29,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
34,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
38,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
28,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
22,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
21,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
29,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
29,7,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
30,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
23,2,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
39,17,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
22,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
27,6,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
36,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
26,4,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
23,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
25,4,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
28,3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
32,12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,16,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
29,4,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
40,20,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
29,8,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
45,6,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
36,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
34,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
37,12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
24,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
32,11,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,2,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
22,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
36,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
39,17,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
31,9,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
33,7,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
34,13,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
22,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
33,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
38,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
32,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
35,9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
25,3,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
41,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
21,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
34,6,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
30,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
21,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
26,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
31,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
26,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
31,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
43,22,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
32,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
35,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
25,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
41,11,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
25,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
41,12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
32,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,8,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
